Sunday,13,September,2026,21:12:25:00009-VCID:79F958E3F8D95B5B8C-802C,VCDS Version: Release 23.3.1 (x64),Data version: 20230421 DS346.2
03L 906 023 TB,ADVMB,R4 1.6l TDI   H43 9979,
,,G003,F0,G006,F0,G012,F0,G015,F0,G000,F0,G000,F0,G000,F0,G000,F0,G000,F0,G000,F0,G000,F0,G000,F0,

Marker,TIME,Loc. IDE00021,TIME,Loc. IDE00075,TIME,Loc. IDE00086,TIME,Loc. IDE00100-ENG101842,,,,,,,,,,,,,,,,,
,4.76,2127,4.76,53,4.77,38.8,4.77,86.88,,,,,,,,,,,,,,,,,
,4.95,2134,4.96,54,4.96,48.2,4.96,154.09,,,,,,,,,,,,,,,,,
,5.16,2168,5.16,54,5.17,59.6,5.17,210.25,,,,,,,,,,,,,,,,,
,5.34,2209,5.35,55,5.35,62.7,5.35,229.47,,,,,,,,,,,,,,,,,
,5.55,2253,5.56,56,5.56,62.7,5.56,260.53,,,,,,,,,,,,,,,,,
,5.76,2280,5.76,57,5.77,51.4,5.77,151.44,,,,,,,,,,,,,,,,,
,5.96,2277,5.97,57,5.97,37.6,5.97,72.47,,,,,,,,,,,,,,,,,
,6.17,2311,6.18,58,6.18,30.6,6.18,18.31,,,,,,,,,,,,,,,,,
,6.36,2312,6.36,58,6.37,27.1,6.37,21.75,,,,,,,,,,,,,,,,,
,6.57,2315,6.58,58,6.58,26.3,6.58,19.63,,,,,,,,,,,,,,,,,
,6.78,2321,6.78,58,6.78,25.9,6.78,18.22,,,,,,,,,,,,,,,,,
,6.97,2293,6.98,58,6.98,17.6,6.98,6.22,,,,,,,,,,,,,,,,,
,7.18,2154,7.18,58,7.19,14.5,7.19,0.00,,,,,,,,,,,,,,,,,
,7.39,1893,7.39,58,7.39,14.5,7.39,0.00,,,,,,,,,,,,,,,,,
,7.58,1529,7.59,58,7.59,14.5,7.59,0.00,,,,,,,,,,,,,,,,,
,7.78,1586,7.79,58,7.79,14.5,7.79,0.00,,,,,,,,,,,,,,,,,
,8.00,1563,8.00,58,8.00,14.5,8.00,0.00,,,,,,,,,,,,,,,,,
,8.20,1546,8.20,58,8.21,14.5,8.21,0.00,,,,,,,,,,,,,,,,,
,8.40,1541,8.40,57,8.40,14.9,8.40,0.00,,,,,,,,,,,,,,,,,
,8.59,1549,8.60,57,8.60,18.0,8.60,0.00,,,,,,,,,,,,,,,,,
,8.80,1545,8.80,57,8.81,20.4,8.81,10.81,,,,,,,,,,,,,,,,,
,9.00,1575,9.01,57,9.01,22.4,9.01,27.56,,,,,,,,,,,,,,,,,
,9.20,1548,9.21,57,9.21,31.8,9.21,52.09,,,,,,,,,,,,,,,,,
,9.41,1539,9.41,57,9.42,31.8,9.42,50.09,,,,,,,,,,,,,,,,,
,9.59,1549,9.59,57,9.60,31.8,9.60,48.94,,,,,,,,,,,,,,,,,
,9.79,1551,9.80,57,9.80,31.8,9.80,48.88,,,,,,,,,,,,,,,,,
,9.98,1549,9.98,57,9.99,31.8,9.99,48.84,,,,,,,,,,,,,,,,,
,10.18,1556,10.18,57,10.19,31.4,10.19,47.97,,,,,,,,,,,,,,,,,
,10.37,1545,10.38,57,10.38,27.8,10.38,32.84,,,,,,,,,,,,,,,,,
,10.57,1551,10.58,57,10.58,25.5,10.58,26.00,,,,,,,,,,,,,,,,,
,10.76,1557,10.76,57,10.77,23.9,10.77,20.69,,,,,,,,,,,,,,,,,
,10.95,1547,10.96,57,10.96,22.4,10.96,18.88,,,,,,,,,,,,,,,,,
,11.16,1539,11.16,57,11.17,22.0,11.17,15.88,,,,,,,,,,,,,,,,,
,11.35,1537,11.35,57,11.35,21.6,11.35,14.22,,,,,,,,,,,,,,,,,
,11.54,1536,11.55,57,11.55,21.2,11.55,12.97,,,,,,,,,,,,,,,,,
,11.72,1535,11.73,57,11.73,21.2,11.73,12.94,,,,,,,,,,,,,,,,,
,11.94,1534,11.95,57,11.95,21.2,11.95,13.09,,,,,,,,,,,,,,,,,
,12.13,1536,12.14,56,12.14,21.2,12.14,12.97,,,,,,,,,,,,,,,,,
,12.34,1533,12.34,56,12.34,20.8,12.34,11.69,,,,,,,,,,,,,,,,,
,12.54,1504,12.55,56,12.55,19.6,12.55,8.56,,,,,,,,,,,,,,,,,
,12.74,1518,12.74,56,12.74,19.6,12.74,6.31,,,,,,,,,,,,,,,,,
,12.95,1506,12.95,56,12.95,18.4,12.95,4.13,,,,,,,,,,,,,,,,,
,13.14,1511,13.14,56,13.15,18.0,13.15,0.34,,,,,,,,,,,,,,,,,
,13.35,1499,13.36,55,13.36,16.5,13.36,0.00,,,,,,,,,,,,,,,,,
,13.55,1494,13.56,55,13.56,15.3,13.56,0.00,,,,,,,,,,,,,,,,,
,13.75,1486,13.76,55,13.76,15.3,13.76,0.00,,,,,,,,,,,,,,,,,
,13.96,1474,13.96,55,13.97,15.3,13.97,0.00,,,,,,,,,,,,,,,,,
,14.15,1473,14.16,54,14.16,14.9,14.16,0.00,,,,,,,,,,,,,,,,,
,14.35,1469,14.35,54,14.35,14.9,14.35,0.00,,,,,,,,,,,,,,,,,
,14.54,1462,14.55,54,14.55,14.9,14.55,0.00,,,,,,,,,,,,,,,,,
,14.74,1455,14.74,54,14.74,14.9,14.74,0.00,,,,,,,,,,,,,,,,,
,14.94,1445,14.95,53,14.95,16.5,14.95,0.00,,,,,,,,,,,,,,,,,
,15.14,1427,15.14,53,15.14,18.8,15.14,1.72,,,,,,,,,,,,,,,,,
,15.32,1435,15.32,53,15.33,18.8,15.33,0.13,,,,,,,,,,,,,,,,,
,15.51,1426,15.52,53,15.52,18.8,15.52,0.91,,,,,,,,,,,,,,,,,
,15.71,1422,15.72,52,15.72,18.8,15.72,0.41,,,,,,,,,,,,,,,,,
,15.90,1413,15.91,52,15.91,18.8,15.91,0.84,,,,,,,,,,,,,,,,,
,16.09,1406,16.10,52,16.10,18.8,16.10,1.91,,,,,,,,,,,,,,,,,
,16.30,1401,16.30,52,16.30,18.8,16.30,2.06,,,,,,,,,,,,,,,,,
,16.52,1387,16.52,51,16.52,19.2,16.52,2.34,,,,,,,,,,,,,,,,,
,16.73,1385,16.73,51,16.73,19.2,16.73,1.97,,,,,,,,,,,,,,,,,
,16.94,1377,16.94,51,16.95,19.2,16.95,2.13,,,,,,,,,,,,,,,,,
,17.13,1370,17.14,51,17.14,19.2,17.14,2.81,,,,,,,,,,,,,,,,,
,17.34,1366,17.34,50,17.34,19.2,17.34,3.31,,,,,,,,,,,,,,,,,
,17.54,1350,17.54,50,17.54,19.2,17.54,3.66,,,,,,,,,,,,,,,,,
,17.74,1351,17.75,50,17.75,19.6,17.75,4.16,,,,,,,,,,,,,,,,,
,17.95,1348,17.95,50,17.96,19.6,17.96,4.81,,,,,,,,,,,,,,,,,
,18.15,1350,18.15,50,18.15,20.8,18.15,13.69,,,,,,,,,,,,,,,,,
,18.34,1368,18.34,49,18.35,21.2,18.35,14.47,,,,,,,,,,,,,,,,,
,18.53,1313,18.54,49,18.54,21.2,18.54,16.47,,,,,,,,,,,,,,,,,
,18.74,1321,18.74,49,18.75,21.6,18.75,15.38,,,,,,,,,,,,,,,,,
,18.94,1363,18.94,49,18.95,22.0,18.95,19.25,,,,,,,,,,,,,,,,,
,19.12,1318,19.13,49,19.13,22.0,19.13,20.25,,,,,,,,,,,,,,,,,
,19.32,1342,19.32,49,19.32,22.4,19.32,21.94,,,,,,,,,,,,,,,,,
,19.52,1338,19.52,49,19.52,22.4,19.52,23.50,,,,,,,,,,,,,,,,,
,19.72,1328,19.72,49,19.72,22.7,19.72,26.09,,,,,,,,,,,,,,,,,
,19.91,1318,19.91,49,19.91,23.1,19.91,27.91,,,,,,,,,,,,,,,,,
,20.10,1314,20.10,48,20.11,23.1,20.11,28.00,,,,,,,,,,,,,,,,,
,20.29,1318,20.30,49,20.30,23.1,20.30,29.28,,,,,,,,,,,,,,,,,
,20.48,1313,20.49,48,20.49,23.5,20.49,30.44,,,,,,,,,,,,,,,,,
,20.69,1311,20.69,49,20.69,23.5,20.69,31.19,,,,,,,,,,,,,,,,,
,20.88,1314,20.89,48,20.89,24.3,20.89,35.19,,,,,,,,,,,,,,,,,
,21.09,1312,21.09,48,21.09,26.3,21.09,41.00,,,,,,,,,,,,,,,,,
,21.29,1310,21.29,48,21.29,27.1,21.29,43.53,,,,,,,,,,,,,,,,,
,21.49,1315,21.50,48,21.50,27.5,21.50,44.56,,,,,,,,,,,,,,,,,
,21.69,1315,21.70,49,21.70,28.2,21.70,46.81,,,,,,,,,,,,,,,,,
,21.89,1308,21.90,48,21.90,28.2,21.90,47.56,,,,,,,,,,,,,,,,,
,22.11,1315,22.11,49,22.11,29.0,22.11,49.34,,,,,,,,,,,,,,,,,
,22.31,1319,22.31,49,22.31,29.4,22.31,51.31,,,,,,,,,,,,,,,,,
,22.51,1320,22.51,49,22.51,29.8,22.51,52.47,,,,,,,,,,,,,,,,,
,22.71,1316,22.72,49,22.72,29.8,22.72,52.56,,,,,,,,,,,,,,,,,
,22.92,1318,22.92,49,22.92,29.8,22.92,52.41,,,,,,,,,,,,,,,,,
,23.11,1331,23.12,48,23.12,29.8,23.12,51.81,,,,,,,,,,,,,,,,,
,23.31,1316,23.32,49,23.32,29.8,23.32,52.41,,,,,,,,,,,,,,,,,
,23.53,1335,23.53,49,23.53,29.8,23.53,51.63,,,,,,,,,,,,,,,,,
,23.73,1330,23.73,49,23.73,29.8,23.73,51.59,,,,,,,,,,,,,,,,,
,23.93,1337,23.94,49,23.94,29.8,23.94,51.25,,,,,,,,,,,,,,,,,
,24.13,1337,24.13,49,24.13,29.8,24.13,51.19,,,,,,,,,,,,,,,,,
,24.33,1333,24.33,49,24.33,29.0,24.33,48.97,,,,,,,,,,,,,,,,,
,24.53,1337,24.54,49,24.54,27.8,24.54,45.97,,,,,,,,,,,,,,,,,
,24.74,1340,24.74,49,24.74,26.7,24.74,41.06,,,,,,,,,,,,,,,,,
,24.96,1341,24.96,50,24.96,25.5,24.96,36.88,,,,,,,,,,,,,,,,,
,25.14,1341,25.15,50,25.15,25.5,25.15,36.78,,,,,,,,,,,,,,,,,
,25.34,1337,25.35,49,25.35,23.9,25.35,32.03,,,,,,,,,,,,,,,,,
,25.54,1339,25.55,49,25.55,23.9,25.55,30.63,,,,,,,,,,,,,,,,,
,25.76,1337,25.76,49,25.76,23.1,25.76,29.03,,,,,,,,,,,,,,,,,
,25.96,1324,25.97,49,25.97,22.7,25.97,27.88,,,,,,,,,,,,,,,,,
,26.15,1331,26.16,49,26.16,22.4,26.16,24.94,,,,,,,,,,,,,,,,,
,26.35,1338,26.35,49,26.35,22.4,26.35,24.56,,,,,,,,,,,,,,,,,
,26.55,1334,26.55,49,26.55,22.4,26.55,23.31,,,,,,,,,,,,,,,,,
,26.75,1322,26.76,49,26.76,22.0,26.76,20.81,,,,,,,,,,,,,,,,,
,26.96,1320,26.97,49,26.97,21.6,26.97,19.84,,,,,,,,,,,,,,,,,
,27.15,1324,27.16,49,27.16,21.6,27.16,19.41,,,,,,,,,,,,,,,,,
,27.34,1320,27.34,49,27.34,21.6,27.34,20.03,,,,,,,,,,,,,,,,,
,27.55,1314,27.55,48,27.55,21.6,27.55,20.59,,,,,,,,,,,,,,,,,
,27.76,1316,27.77,49,27.77,21.6,27.77,19.47,,,,,,,,,,,,,,,,,
,27.97,1310,27.98,48,27.98,21.6,27.98,20.63,,,,,,,,,,,,,,,,,
,28.19,1307,28.20,48,28.20,21.6,28.20,20.28,,,,,,,,,,,,,,,,,
,28.38,1307,28.39,48,28.39,21.6,28.39,20.41,,,,,,,,,,,,,,,,,
,28.58,1302,28.58,48,28.58,21.6,28.59,19.47,,,,,,,,,,,,,,,,,
,28.78,1320,28.79,48,28.79,22.7,28.79,25.34,,,,,,,,,,,,,,,,,
,28.99,1311,29.00,48,29.00,22.7,29.00,26.34,,,,,,,,,,,,,,,,,
,29.20,1300,29.20,48,29.21,23.1,29.21,30.25,,,,,,,,,,,,,,,,,
,29.39,1297,29.40,48,29.40,23.9,29.40,33.25,,,,,,,,,,,,,,,,,
,29.60,1302,29.61,48,29.61,24.3,29.61,34.16,,,,,,,,,,,,,,,,,
,29.80,1303,29.81,48,29.81,24.3,29.81,34.06,,,,,,,,,,,,,,,,,
,30.01,1302,30.01,48,30.01,24.3,30.01,34.53,,,,,,,,,,,,,,,,,
,30.21,1300,30.22,48,30.22,24.7,30.22,34.97,,,,,,,,,,,,,,,,,
,30.40,1310,30.41,48,30.41,24.7,30.41,34.78,,,,,,,,,,,,,,,,,
,30.59,1302,30.60,48,30.60,24.7,30.60,35.16,,,,,,,,,,,,,,,,,
,30.79,1300,30.80,48,30.80,24.7,30.80,35.25,,,,,,,,,,,,,,,,,
,30.99,1311,30.99,48,30.99,24.7,30.99,34.84,,,,,,,,,,,,,,,,,
,31.19,1297,31.20,48,31.20,24.7,31.20,36.13,,,,,,,,,,,,,,,,,
,31.37,1306,31.38,48,31.38,24.7,31.38,35.69,,,,,,,,,,,,,,,,,
,31.57,1312,31.58,48,31.58,24.7,31.58,35.53,,,,,,,,,,,,,,,,,
,31.76,1305,31.77,48,31.77,25.1,31.77,35.72,,,,,,,,,,,,,,,,,
,31.96,1313,31.97,48,31.97,25.1,31.97,35.59,,,,,,,,,,,,,,,,,
,32.15,1314,32.16,48,32.16,25.1,32.16,35.72,,,,,,,,,,,,,,,,,
,32.34,1302,32.35,48,32.35,25.1,32.35,36.09,,,,,,,,,,,,,,,,,
,32.54,1313,32.55,48,32.55,24.7,32.55,35.84,,,,,,,,,,,,,,,,,
,32.76,1306,32.77,48,32.77,23.5,32.77,31.09,,,,,,,,,,,,,,,,,
,32.99,1320,32.99,49,32.99,23.1,32.99,29.44,,,,,,,,,,,,,,,,,
,33.20,1312,33.21,49,33.21,23.1,33.21,29.41,,,,,,,,,,,,,,,,,
,33.40,1315,33.41,48,33.41,22.7,33.41,26.13,,,,,,,,,,,,,,,,,
,33.61,1312,33.62,48,33.62,22.4,33.62,25.03,,,,,,,,,,,,,,,,,
,33.82,1314,33.83,48,33.83,22.4,33.83,24.91,,,,,,,,,,,,,,,,,
,34.02,1313,34.03,48,34.03,22.4,34.03,25.09,,,,,,,,,,,,,,,,,
,34.22,1310,34.23,48,34.23,22.4,34.23,24.69,,,,,,,,,,,,,,,,,
,34.43,1314,34.44,49,34.44,22.0,34.44,23.56,,,,,,,,,,,,,,,,,
,34.63,1318,34.63,48,34.63,22.0,34.63,23.81,,,,,,,,,,,,,,,,,
,34.84,1310,34.84,48,34.84,22.0,34.84,22.03,,,,,,,,,,,,,,,,,
,35.03,1304,35.04,49,35.04,21.2,35.04,17.53,,,,,,,,,,,,,,,,,
,35.24,1299,35.24,48,35.24,20.8,35.24,16.56,,,,,,,,,,,,,,,,,
,35.44,1307,35.45,48,35.45,20.8,35.45,16.00,,,,,,,,,,,,,,,,,
,35.62,1306,35.62,48,35.63,20.8,35.63,16.84,,,,,,,,,,,,,,,,,
,35.81,1289,35.82,48,35.82,20.8,35.82,17.72,,,,,,,,,,,,,,,,,
,36.01,1300,36.02,48,36.02,21.2,36.02,15.41,,,,,,,,,,,,,,,,,
,36.21,1303,36.22,48,36.22,21.2,36.22,17.25,,,,,,,,,,,,,,,,,
,36.40,1294,36.41,47,36.41,21.6,36.41,23.59,,,,,,,,,,,,,,,,,
,36.59,1292,36.59,48,36.60,23.5,36.60,32.09,,,,,,,,,,,,,,,,,
,36.79,1286,36.80,48,36.80,23.5,36.80,32.56,,,,,,,,,,,,,,,,,
,36.98,1288,36.98,48,36.99,23.5,36.99,32.34,,,,,,,,,,,,,,,,,
,37.16,1289,37.17,47,37.17,23.5,37.17,32.47,,,,,,,,,,,,,,,,,
,37.35,1288,37.36,48,37.36,23.5,37.36,32.56,,,,,,,,,,,,,,,,,
,37.54,1291,37.54,48,37.55,23.5,37.55,32.56,,,,,,,,,,,,,,,,,
,37.73,1290,37.73,47,37.74,23.9,37.74,32.56,,,,,,,,,,,,,,,,,
,37.94,1293,37.94,48,37.95,23.5,37.95,32.50,,,,,,,,,,,,,,,,,
,38.12,1284,38.13,48,38.13,23.5,38.13,32.81,,,,,,,,,,,,,,,,,
,38.32,1288,38.33,47,38.33,23.5,38.33,32.53,,,,,,,,,,,,,,,,,
,38.52,1287,38.53,48,38.53,23.5,38.53,32.66,,,,,,,,,,,,,,,,,
,38.71,1280,38.72,48,38.72,23.5,38.72,32.91,,,,,,,,,,,,,,,,,
,38.90,1293,38.91,47,38.91,23.5,38.91,32.34,,,,,,,,,,,,,,,,,
,39.08,1302,39.09,48,39.09,23.5,39.09,32.84,,,,,,,,,,,,,,,,,
,39.29,1275,39.30,47,39.30,24.3,39.30,35.00,,,,,,,,,,,,,,,,,
,39.49,1292,39.49,48,39.50,24.3,39.50,34.34,,,,,,,,,,,,,,,,,
,39.70,1296,39.70,48,39.70,24.3,39.70,34.34,,,,,,,,,,,,,,,,,
,39.89,1275,39.90,48,39.90,24.3,39.90,35.50,,,,,,,,,,,,,,,,,
,40.10,1299,40.11,48,40.11,24.3,40.11,34.25,,,,,,,,,,,,,,,,,
,40.30,1277,40.31,47,40.31,24.7,40.31,37.94,,,,,,,,,,,,,,,,,
,40.50,1295,40.51,48,40.51,25.5,40.51,39.09,,,,,,,,,,,,,,,,,
,40.71,1285,40.71,48,40.72,25.9,40.72,39.53,,,,,,,,,,,,,,,,,
,40.91,1292,40.92,48,40.92,25.5,40.92,39.19,,,,,,,,,,,,,,,,,
,41.11,1289,41.12,47,41.12,25.9,41.12,39.66,,,,,,,,,,,,,,,,,
,41.31,1288,41.32,48,41.32,25.9,41.32,39.97,,,,,,,,,,,,,,,,,
,41.51,1299,41.52,48,41.52,25.9,41.52,39.59,,,,,,,,,,,,,,,,,
,41.71,1292,41.71,48,41.71,25.9,41.71,39.84,,,,,,,,,,,,,,,,,
,41.90,1295,41.90,47,41.91,25.9,41.91,39.38,,,,,,,,,,,,,,,,,
,42.09,1297,42.10,48,42.10,25.9,42.10,39.28,,,,,,,,,,,,,,,,,
,42.31,1304,42.31,48,42.31,25.9,42.31,39.38,,,,,,,,,,,,,,,,,
,42.50,1293,42.51,48,42.51,25.9,42.51,39.72,,,,,,,,,,,,,,,,,
,42.71,1313,42.71,48,42.72,26.3,42.72,40.94,,,,,,,,,,,,,,,,,
,42.91,1302,42.91,48,42.91,26.7,42.91,44.03,,,,,,,,,,,,,,,,,
,43.12,1310,43.13,48,43.13,27.8,43.13,45.84,,,,,,,,,,,,,,,,,
,43.33,1308,43.33,48,43.34,28.6,43.34,48.50,,,,,,,,,,,,,,,,,
,43.55,1317,43.55,49,43.55,29.0,43.55,49.53,,,,,,,,,,,,,,,,,
,43.77,1312,43.77,48,43.77,29.0,43.77,50.16,,,,,,,,,,,,,,,,,
,43.97,1326,43.98,49,43.98,29.8,43.98,51.41,,,,,,,,,,,,,,,,,
,44.19,1321,44.19,49,44.20,31.8,44.20,61.53,,,,,,,,,,,,,,,,,
,44.39,1330,44.39,49,44.39,31.8,44.39,62.38,,,,,,,,,,,,,,,,,
,44.58,1335,44.59,49,44.59,31.8,44.59,62.09,,,,,,,,,,,,,,,,,
,44.78,1332,44.79,49,44.79,31.8,44.79,61.97,,,,,,,,,,,,,,,,,
,44.99,1345,45.00,50,45.00,31.8,45.00,61.38,,,,,,,,,,,,,,,,,
,45.20,1349,45.20,50,45.21,31.8,45.21,61.22,,,,,,,,,,,,,,,,,
,45.39,1349,45.40,50,45.40,31.8,45.40,60.91,,,,,,,,,,,,,,,,,
,45.61,1353,45.61,50,45.61,31.8,45.61,60.75,,,,,,,,,,,,,,,,,
,45.80,1360,45.81,50,45.81,31.8,45.81,60.31,,,,,,,,,,,,,,,,,
,46.01,1361,46.01,50,46.01,31.8,46.01,60.13,,,,,,,,,,,,,,,,,
,46.21,1367,46.22,51,46.22,31.8,46.22,59.84,,,,,,,,,,,,,,,,,
,46.40,1370,46.40,50,46.41,31.8,46.41,59.56,,,,,,,,,,,,,,,,,
,46.59,1372,46.60,50,46.60,31.8,46.60,59.38,,,,,,,,,,,,,,,,,
,46.79,1378,46.80,50,46.80,31.8,46.80,59.03,,,,,,,,,,,,,,,,,
,46.98,1384,46.98,51,46.99,31.8,46.99,58.72,,,,,,,,,,,,,,,,,
,47.20,1387,47.20,51,47.20,31.8,47.20,58.38,,,,,,,,,,,,,,,,,
,47.39,1388,47.40,51,47.40,31.8,47.40,58.22,,,,,,,,,,,,,,,,,
,47.59,1394,47.60,51,47.60,31.8,47.60,57.84,,,,,,,,,,,,,,,,,
,47.80,1394,47.81,52,47.81,31.8,47.81,57.69,,,,,,,,,,,,,,,,,
,48.00,1401,48.01,51,48.01,31.8,48.01,57.34,,,,,,,,,,,,,,,,,
,48.21,1394,48.22,51,48.22,31.8,48.22,57.59,,,,,,,,,,,,,,,,,
,48.40,1410,48.41,52,48.41,31.8,48.41,56.69,,,,,,,,,,,,,,,,,
,48.59,1414,48.60,52,48.60,31.8,48.60,58.47,,,,,,,,,,,,,,,,,
,48.79,1411,48.80,52,48.80,31.8,48.80,57.66,,,,,,,,,,,,,,,,,
,48.99,1412,48.99,52,48.99,31.4,48.99,55.38,,,,,,,,,,,,,,,,,
,49.19,1412,49.19,52,49.19,30.6,49.19,50.28,,,,,,,,,,,,,,,,,
,49.37,1425,49.37,52,49.38,30.6,49.38,50.50,,,,,,,,,,,,,,,,,
,49.57,1423,49.58,53,49.58,30.2,49.58,48.94,,,,,,,,,,,,,,,,,
,49.77,1426,49.77,53,49.77,29.4,49.78,44.09,,,,,,,,,,,,,,,,,
,49.97,1421,49.97,53,49.97,28.6,49.97,42.63,,,,,,,,,,,,,,,,,
,50.18,1423,50.18,53,50.18,26.7,50.18,34.63,,,,,,,,,,,,,,,,,
,50.37,1417,50.37,52,50.37,25.1,50.37,32.34,,,,,,,,,,,,,,,,,
,50.57,1426,50.57,53,50.57,25.1,50.57,29.56,,,,,,,,,,,,,,,,,
,50.78,1424,50.78,53,50.78,25.1,50.78,30.53,,,,,,,,,,,,,,,,,
,50.97,1424,50.98,52,50.98,25.1,50.98,29.91,,,,,,,,,,,,,,,,,
,51.19,1417,51.20,52,51.20,25.1,51.20,30.72,,,,,,,,,,,,,,,,,
,51.38,1424,51.39,53,51.39,25.1,51.39,29.78,,,,,,,,,,,,,,,,,
,51.59,1414,51.59,52,51.59,25.1,51.59,31.09,,,,,,,,,,,,,,,,,
,51.78,1416,51.79,52,51.79,25.1,51.79,30.41,,,,,,,,,,,,,,,,,
,51.99,1413,52.00,52,52.00,25.1,52.00,30.81,,,,,,,,,,,,,,,,,
,52.20,1420,52.20,52,52.21,25.1,52.21,30.22,,,,,,,,,,,,,,,,,
,52.39,1408,52.39,52,52.40,25.5,52.40,32.06,,,,,,,,,,,,,,,,,
,52.59,1413,52.60,52,52.60,25.5,52.60,31.28,,,,,,,,,,,,,,,,,
,52.79,1404,52.80,52,52.80,25.5,52.80,32.19,,,,,,,,,,,,,,,,,
,52.98,1409,52.99,52,52.99,25.5,52.99,30.75,,,,,,,,,,,,,,,,,
,53.20,1410,53.20,52,53.20,25.9,53.20,33.75,,,,,,,,,,,,,,,,,
,53.38,1418,53.39,52,53.39,26.3,53.39,33.34,,,,,,,,,,,,,,,,,
,53.57,1395,53.58,52,53.58,26.3,53.58,36.03,,,,,,,,,,,,,,,,,
,53.77,1406,53.77,52,53.77,26.3,53.77,35.06,,,,,,,,,,,,,,,,,
,53.97,1400,53.98,52,53.98,26.7,53.98,35.78,,,,,,,,,,,,,,,,,
,54.19,1403,54.20,51,54.20,26.7,54.20,35.81,,,,,,,,,,,,,,,,,
,54.40,1401,54.41,52,54.41,26.7,54.41,35.78,,,,,,,,,,,,,,,,,
,54.61,1400,54.62,52,54.62,26.7,54.62,35.91,,,,,,,,,,,,,,,,,
,54.81,1403,54.82,52,54.82,26.7,54.82,35.78,,,,,,,,,,,,,,,,,
,55.03,1399,55.03,52,55.03,26.7,55.03,35.91,,,,,,,,,,,,,,,,,
,55.23,1407,55.23,52,55.23,26.7,55.23,35.72,,,,,,,,,,,,,,,,,
,55.44,1401,55.44,52,55.44,26.7,55.45,35.84,,,,,,,,,,,,,,,,,
,55.63,1395,55.63,52,55.63,26.7,55.63,36.03,,,,,,,,,,,,,,,,,
,55.83,1397,55.84,52,55.84,26.7,55.84,36.00,,,,,,,,,,,,,,,,,
,56.03,1399,56.04,52,56.04,26.7,56.04,36.09,,,,,,,,,,,,,,,,,
,56.23,1396,56.24,51,56.24,28.6,56.24,41.81,,,,,,,,,,,,,,,,,
,56.44,1390,56.45,51,56.45,28.6,56.45,42.63,,,,,,,,,,,,,,,,,
,56.63,1398,56.63,51,56.63,28.6,56.63,42.44,,,,,,,,,,,,,,,,,
,56.82,1382,56.83,51,56.83,28.6,56.83,43.09,,,,,,,,,,,,,,,,,
