Sunday,13,September,2026,21:25:23:00009-VCID:79F958E3F8D95B5B8C-802C,VCDS Version: Release 23.3.1 (x64),Data version: 20230421 DS346.2
03L 906 023 TB,ADVMB,R4 1.6l TDI   H43 9979,
,,G003,F0,G006,F0,G012,F0,G015,F0,G000,F0,G000,F0,G000,F0,G000,F0,G000,F0,G000,F0,G000,F0,G000,F0,

Marker,TIME,Loc. IDE00021,TIME,Loc. IDE00075,TIME,Loc. IDE00086,TIME,Loc. IDE00100-ENG101842,,,,,,,,,,,,,,,,,
,4.56,2592,4.56,7,4.57,78.8,4.57,210.75,,,,,,,,,,,,,,,,,
,4.77,2622,4.78,9,4.78,78.8,4.78,66.13,,,,,,,,,,,,,,,,,
,4.97,2494,4.97,12,4.98,78.8,4.98,339.56,,,,,,,,,,,,,,,,,
,5.17,2714,5.18,18,5.18,78.8,5.18,312.88,,,,,,,,,,,,,,,,,
,5.38,3461,5.39,27,5.39,78.8,5.39,119.53,,,,,,,,,,,,,,,,,
,5.59,3197,5.59,26,5.59,78.8,5.59,203.91,,,,,,,,,,,,,,,,,
,5.78,3372,5.78,25,5.79,78.8,5.79,234.38,,,,,,,,,,,,,,,,,
,5.98,3754,5.98,28,5.99,78.8,5.99,240.22,,,,,,,,,,,,,,,,,
,6.18,4128,6.19,31,6.19,78.8,6.19,236.72,,,,,,,,,,,,,,,,,
,6.38,4401,6.39,33,6.39,78.8,6.39,242.38,,,,,,,,,,,,,,,,,
,6.57,4607,6.57,36,6.58,78.8,6.58,217.03,,,,,,,,,,,,,,,,,
,6.76,4717,6.77,37,6.77,78.8,6.77,202.47,,,,,,,,,,,,,,,,,
,6.96,4653,6.96,38,6.97,14.5,6.97,8.38,,,,,,,,,,,,,,,,,
,7.15,4384,7.16,38,7.16,15.3,7.16,72.00,,,,,,,,,,,,,,,,,
,7.36,4152,7.36,39,7.37,72.2,7.37,213.13,,,,,,,,,,,,,,,,,
,7.57,3627,7.57,57,7.58,79.2,7.58,271.28,,,,,,,,,,,,,,,,,
,7.77,3315,7.77,52,7.78,79.2,7.78,297.66,,,,,,,,,,,,,,,,,
,7.97,3134,7.97,47,7.98,79.2,7.98,297.66,,,,,,,,,,,,,,,,,
,8.17,3291,8.17,49,8.18,79.2,8.18,306.75,,,,,,,,,,,,,,,,,
,8.38,3436,8.39,52,8.39,79.2,8.39,328.78,,,,,,,,,,,,,,,,,
,8.58,3587,8.58,54,8.59,79.2,8.59,329.38,,,,,,,,,,,,,,,,,
,8.78,3721,8.78,56,8.79,79.2,8.79,327.00,,,,,,,,,,,,,,,,,
,8.98,3865,8.99,58,8.99,79.2,8.99,324.13,,,,,,,,,,,,,,,,,
,9.19,4002,9.19,60,9.20,79.2,9.20,319.81,,,,,,,,,,,,,,,,,
,9.39,4128,9.40,62,9.40,79.2,9.40,277.38,,,,,,,,,,,,,,,,,
,9.59,4248,9.59,64,9.60,79.2,9.60,264.19,,,,,,,,,,,,,,,,,
,9.79,4360,9.79,65,9.80,79.2,9.80,250.31,,,,,,,,,,,,,,,,,
,9.98,4453,9.99,67,9.99,79.2,9.99,239.66,,,,,,,,,,,,,,,,,
,10.18,4441,10.18,67,10.19,14.5,10.19,14.94,,,,,,,,,,,,,,,,,
,10.37,4244,10.37,67,10.37,14.5,10.37,1.75,,,,,,,,,,,,,,,,,
,10.57,3943,10.57,67,10.58,65.9,10.58,184.75,,,,,,,,,,,,,,,,,
,10.77,3199,10.77,69,10.78,79.2,10.78,270.69,,,,,,,,,,,,,,,,,
,10.96,2878,10.97,70,10.97,79.2,10.97,311.94,,,,,,,,,,,,,,,,,
,11.15,2860,11.15,72,11.16,79.2,11.16,328.00,,,,,,,,,,,,,,,,,
,11.35,2906,11.36,73,11.36,79.2,11.36,333.09,,,,,,,,,,,,,,,,,
,11.54,2966,11.55,74,11.55,79.2,11.55,332.97,,,,,,,,,,,,,,,,,
,11.75,3016,11.75,75,11.76,79.2,11.76,333.19,,,,,,,,,,,,,,,,,
,11.93,3061,11.93,77,11.94,79.2,11.94,333.22,,,,,,,,,,,,,,,,,
,12.12,3106,12.12,78,12.13,79.2,12.13,333.22,,,,,,,,,,,,,,,,,
,12.33,3165,12.33,79,12.34,79.2,12.34,333.06,,,,,,,,,,,,,,,,,
,12.54,3207,12.55,80,12.55,79.2,12.55,333.13,,,,,,,,,,,,,,,,,
,12.76,3266,12.76,82,12.77,79.2,12.77,332.97,,,,,,,,,,,,,,,,,
,12.96,3312,12.96,83,12.97,79.2,12.97,332.56,,,,,,,,,,,,,,,,,
,13.16,3364,13.16,84,13.17,79.2,13.17,329.97,,,,,,,,,,,,,,,,,
,13.36,3401,13.36,85,13.37,79.2,13.37,329.72,,,,,,,,,,,,,,,,,
,13.56,3453,13.57,87,13.57,79.2,13.57,329.81,,,,,,,,,,,,,,,,,
,13.77,3503,13.77,88,13.77,79.2,13.78,329.09,,,,,,,,,,,,,,,,,
,13.97,3546,13.98,89,13.98,79.2,13.98,330.34,,,,,,,,,,,,,,,,,
,14.17,3592,14.18,90,14.18,78.8,14.18,329.09,,,,,,,,,,,,,,,,,
,14.37,3645,14.38,91,14.38,79.2,14.38,327.38,,,,,,,,,,,,,,,,,
,14.58,3687,14.59,92,14.59,79.2,14.59,324.81,,,,,,,,,,,,,,,,,
,14.79,3741,14.80,94,14.80,78.8,14.80,321.69,,,,,,,,,,,,,,,,,
,15.01,3786,15.01,95,15.01,78.8,15.01,321.56,,,,,,,,,,,,,,,,,
,15.20,3837,15.20,96,15.20,78.8,15.20,259.13,,,,,,,,,,,,,,,,,
,15.41,3818,15.41,97,15.41,54.1,15.42,175.56,,,,,,,,,,,,,,,,,
,15.61,3823,15.61,97,15.61,27.8,15.61,6.63,,,,,,,,,,,,,,,,,
,15.81,3868,15.81,96,15.81,14.5,15.81,0.00,,,,,,,,,,,,,,,,,
,16.01,3836,16.01,96,16.02,14.5,16.02,0.00,,,,,,,,,,,,,,,,,
,16.20,3805,16.20,95,16.21,14.5,16.21,0.00,,,,,,,,,,,,,,,,,
,16.41,3772,16.41,95,16.41,14.5,16.41,0.00,,,,,,,,,,,,,,,,,
,16.61,3750,16.61,94,16.61,14.5,16.61,0.00,,,,,,,,,,,,,,,,,
,16.81,3725,16.81,94,16.81,14.5,16.81,0.00,,,,,,,,,,,,,,,,,
,17.00,3702,17.00,93,17.01,14.5,17.01,0.00,,,,,,,,,,,,,,,,,
,17.18,3680,17.19,93,17.19,14.5,17.19,0.00,,,,,,,,,,,,,,,,,
,17.39,3640,17.39,91,17.40,14.5,17.40,0.00,,,,,,,,,,,,,,,,,
,17.60,3561,17.60,90,17.61,14.5,17.61,0.00,,,,,,,,,,,,,,,,,
,17.80,3204,17.80,89,17.81,14.5,17.81,0.00,,,,,,,,,,,,,,,,,
,18.00,2866,18.00,87,18.01,14.5,18.01,0.00,,,,,,,,,,,,,,,,,
,18.19,2563,18.19,85,18.20,14.5,18.20,0.00,,,,,,,,,,,,,,,,,
,18.39,2255,18.40,84,18.40,14.5,18.40,0.00,,,,,,,,,,,,,,,,,
,18.61,1935,18.61,82,18.61,14.5,18.61,0.00,,,,,,,,,,,,,,,,,
,18.82,1644,18.82,81,18.83,14.5,18.83,0.00,,,,,,,,,,,,,,,,,
,19.03,1347,19.03,79,19.04,14.5,19.04,0.00,,,,,,,,,,,,,,,,,
,19.22,1051,19.22,78,19.23,14.5,19.23,10.25,,,,,,,,,,,,,,,,,
,19.42,972,19.43,77,19.43,14.5,19.43,10.09,,,,,,,,,,,,,,,,,
,19.63,991,19.64,75,19.64,14.5,19.64,0.00,,,,,,,,,,,,,,,,,
,19.83,983,19.84,73,19.84,14.5,19.84,0.00,,,,,,,,,,,,,,,,,
,20.04,1102,20.04,72,20.05,14.5,20.05,0.00,,,,,,,,,,,,,,,,,
,20.26,1308,20.26,70,20.26,14.5,20.26,0.00,,,,,,,,,,,,,,,,,
,20.45,1507,20.46,69,20.46,14.5,20.46,0.00,,,,,,,,,,,,,,,,,
,20.65,1723,20.66,68,20.66,14.5,20.66,0.00,,,,,,,,,,,,,,,,,
,20.86,1964,20.86,66,20.87,14.5,20.87,0.00,,,,,,,,,,,,,,,,,
,21.07,2242,21.07,65,21.07,14.5,21.07,0.00,,,,,,,,,,,,,,,,,
,21.27,2528,21.28,64,21.28,14.5,21.28,0.00,,,,,,,,,,,,,,,,,
,21.46,2504,21.47,63,21.47,14.5,21.47,0.00,,,,,,,,,,,,,,,,,
,21.65,2469,21.66,62,21.66,14.5,21.66,0.00,,,,,,,,,,,,,,,,,
,21.86,2427,21.86,61,21.86,14.5,21.86,0.00,,,,,,,,,,,,,,,,,
,22.07,2373,22.08,60,22.08,14.5,22.08,0.00,,,,,,,,,,,,,,,,,
,22.29,2318,22.29,58,22.30,14.5,22.30,0.00,,,,,,,,,,,,,,,,,
,22.48,2270,22.49,57,22.49,14.5,22.49,0.00,,,,,,,,,,,,,,,,,
,22.69,2227,22.69,56,22.69,14.5,22.69,0.00,,,,,,,,,,,,,,,,,
,22.89,2182,22.90,55,22.90,14.5,22.90,0.00,,,,,,,,,,,,,,,,,
,23.11,2145,23.11,54,23.11,14.5,23.11,0.00,,,,,,,,,,,,,,,,,
,23.32,2094,23.33,53,23.33,14.5,23.33,0.00,,,,,,,,,,,,,,,,,
,23.55,2046,23.55,52,23.56,14.5,23.56,0.00,,,,,,,,,,,,,,,,,
,23.72,2011,23.72,50,23.73,14.5,23.73,0.00,,,,,,,,,,,,,,,,,
,23.93,1967,23.94,50,23.94,14.5,23.94,0.00,,,,,,,,,,,,,,,,,
,24.14,1917,24.14,48,24.15,14.5,24.15,0.00,,,,,,,,,,,,,,,,,
,24.34,1874,24.34,47,24.35,14.5,24.35,0.00,,,,,,,,,,,,,,,,,
,24.56,1827,24.56,46,24.56,14.5,24.57,0.00,,,,,,,,,,,,,,,,,
,24.75,1773,24.76,45,24.76,14.5,24.76,0.00,,,,,,,,,,,,,,,,,
,24.96,1725,24.97,44,24.97,14.5,24.97,0.00,,,,,,,,,,,,,,,,,
,25.17,1672,25.18,42,25.18,14.5,25.18,0.00,,,,,,,,,,,,,,,,,
,25.38,1608,25.39,41,25.39,14.5,25.39,0.00,,,,,,,,,,,,,,,,,
,25.58,1563,25.59,39,25.59,14.5,25.59,0.00,,,,,,,,,,,,,,,,,
,25.78,1515,25.79,38,25.79,14.5,25.79,0.00,,,,,,,,,,,,,,,,,
