Sunday,13,September,2026,21:20:26:00009-VCID:79F958E3F8D95B5B8C-802C,VCDS Version: Release 23.3.1 (x64),Data version: 20230421 DS346.2
03L 906 023 TB,ADVMB,R4 1.6l TDI   H43 9979,
,,G003,F0,G006,F0,G012,F0,G015,F0,G000,F0,G000,F0,G000,F0,G000,F0,G000,F0,G000,F0,G000,F0,G000,F0,

Marker,TIME,Loc. IDE00021,TIME,Loc. IDE00075,TIME,Loc. IDE00086,TIME,Loc. IDE00100-ENG101842,,,,,,,,,,,,,,,,,
,4.56,772,4.56,0,4.57,14.5,4.57,35.44,,,,,,,,,,,,,,,,,
,4.75,779,4.76,0,4.76,14.5,4.76,34.50,,,,,,,,,,,,,,,,,
,4.96,775,4.96,0,4.97,14.5,4.97,35.25,,,,,,,,,,,,,,,,,
,5.16,759,5.16,0,5.17,14.5,5.17,39.56,,,,,,,,,,,,,,,,,
,5.36,850,5.37,0,5.37,14.5,5.37,65.63,,,,,,,,,,,,,,,,,
,5.56,926,5.56,0,5.57,14.5,5.57,54.53,,,,,,,,,,,,,,,,,
,5.75,934,5.75,0,5.76,14.5,5.76,52.75,,,,,,,,,,,,,,,,,
,5.96,908,5.96,1,5.97,14.5,5.97,57.16,,,,,,,,,,,,,,,,,
,6.15,912,6.16,2,6.16,14.5,6.16,56.53,,,,,,,,,,,,,,,,,
,6.34,919,6.34,2,6.35,14.5,6.35,54.72,,,,,,,,,,,,,,,,,
,6.54,973,6.54,2,6.55,14.5,6.55,41.03,,,,,,,,,,,,,,,,,
,6.74,966,6.74,2,6.75,14.5,6.75,21.06,,,,,,,,,,,,,,,,,
,6.95,894,6.96,2,6.96,14.5,6.96,31.88,,,,,,,,,,,,,,,,,
,7.15,901,7.15,2,7.16,14.5,7.16,33.50,,,,,,,,,,,,,,,,,
,7.35,912,7.35,2,7.36,14.5,7.36,31.56,,,,,,,,,,,,,,,,,
,7.55,910,7.56,1,7.56,14.5,7.56,31.94,,,,,,,,,,,,,,,,,
,7.76,906,7.76,1,7.77,14.5,7.77,32.97,,,,,,,,,,,,,,,,,
,7.97,907,7.97,0,7.98,14.5,7.98,32.50,,,,,,,,,,,,,,,,,
,8.18,894,8.18,0,8.19,14.5,8.19,33.19,,,,,,,,,,,,,,,,,
,8.36,880,8.37,0,8.37,14.5,8.37,33.47,,,,,,,,,,,,,,,,,
,8.56,855,8.56,0,8.57,14.5,8.57,35.25,,,,,,,,,,,,,,,,,
,8.75,816,8.76,0,8.76,14.5,8.76,58.56,,,,,,,,,,,,,,,,,
,8.97,896,8.98,0,8.98,14.5,8.98,53.34,,,,,,,,,,,,,,,,,
,9.18,922,9.18,0,9.19,16.1,9.19,48.94,,,,,,,,,,,,,,,,,
,9.38,922,9.38,1,9.39,16.1,9.39,48.31,,,,,,,,,,,,,,,,,
,9.59,915,9.59,1,9.60,16.5,9.60,49.78,,,,,,,,,,,,,,,,,
,9.79,880,9.79,2,9.80,16.9,9.80,70.00,,,,,,,,,,,,,,,,,
,9.99,912,9.99,2,10.00,17.3,10.00,62.38,,,,,,,,,,,,,,,,,
,10.20,905,10.20,3,10.20,17.6,10.20,64.13,,,,,,,,,,,,,,,,,
,10.40,906,10.40,3,10.41,18.0,10.41,64.38,,,,,,,,,,,,,,,,,
,10.60,915,10.60,4,10.60,18.0,10.60,62.75,,,,,,,,,,,,,,,,,
,10.80,910,10.81,5,10.81,18.0,10.81,64.72,,,,,,,,,,,,,,,,,
,11.00,914,11.00,5,11.01,18.0,11.01,65.13,,,,,,,,,,,,,,,,,
,11.21,923,11.22,6,11.22,18.0,11.22,62.91,,,,,,,,,,,,,,,,,
,11.41,921,11.42,6,11.42,18.0,11.42,62.94,,,,,,,,,,,,,,,,,
,11.61,922,11.62,7,11.62,18.4,11.62,60.66,,,,,,,,,,,,,,,,,
,11.82,945,11.82,7,11.83,20.0,11.83,49.78,,,,,,,,,,,,,,,,,
,12.02,963,12.02,8,12.03,20.8,12.03,49.09,,,,,,,,,,,,,,,,,
,12.22,1006,12.23,8,12.23,21.2,12.23,56.16,,,,,,,,,,,,,,,,,
,12.42,1008,12.43,8,12.43,21.6,12.43,59.41,,,,,,,,,,,,,,,,,
,12.61,1092,12.62,8,12.62,22.0,12.62,69.69,,,,,,,,,,,,,,,,,
,12.81,1111,12.82,9,12.82,22.4,12.82,72.41,,,,,,,,,,,,,,,,,
,13.00,1152,13.00,9,13.01,22.4,13.01,61.84,,,,,,,,,,,,,,,,,
,13.22,1207,13.22,9,13.23,22.4,13.23,47.53,,,,,,,,,,,,,,,,,
,13.42,1217,13.43,10,13.43,22.4,13.43,46.69,,,,,,,,,,,,,,,,,
,13.63,1272,13.64,10,13.64,22.4,13.64,42.41,,,,,,,,,,,,,,,,,
,13.83,1291,13.83,10,13.84,22.4,13.84,39.06,,,,,,,,,,,,,,,,,
,14.03,1305,14.04,10,14.04,22.4,14.04,36.06,,,,,,,,,,,,,,,,,
,14.23,1329,14.23,10,14.24,22.4,14.24,31.28,,,,,,,,,,,,,,,,,
,14.42,1339,14.43,10,14.43,22.4,14.43,29.06,,,,,,,,,,,,,,,,,
,14.61,1344,14.61,10,14.62,22.4,14.62,28.28,,,,,,,,,,,,,,,,,
,14.82,1376,14.82,11,14.83,23.1,14.83,29.19,,,,,,,,,,,,,,,,,
,15.03,1382,15.04,11,15.04,23.5,15.04,33.94,,,,,,,,,,,,,,,,,
,15.24,1397,15.25,11,15.25,23.9,15.25,30.28,,,,,,,,,,,,,,,,,
,15.46,1426,15.46,11,15.47,23.9,15.47,31.53,,,,,,,,,,,,,,,,,
,15.65,1437,15.66,11,15.66,23.9,15.66,30.66,,,,,,,,,,,,,,,,,
,15.85,1453,15.86,11,15.86,23.9,15.86,29.63,,,,,,,,,,,,,,,,,
,16.05,1472,16.05,11,16.06,23.9,16.06,28.03,,,,,,,,,,,,,,,,,
,16.26,1484,16.26,12,16.27,23.9,16.27,28.34,,,,,,,,,,,,,,,,,
,16.47,1504,16.47,12,16.48,23.9,16.48,26.25,,,,,,,,,,,,,,,,,
,16.68,1517,16.68,12,16.69,23.9,16.69,26.41,,,,,,,,,,,,,,,,,
,16.88,1535,16.88,12,16.89,23.9,16.89,22.72,,,,,,,,,,,,,,,,,
,17.08,1542,17.09,12,17.09,23.5,17.09,21.59,,,,,,,,,,,,,,,,,
,17.28,1540,17.28,12,17.29,23.1,17.29,19.97,,,,,,,,,,,,,,,,,
,17.48,1540,17.49,12,17.49,22.7,17.49,18.03,,,,,,,,,,,,,,,,,
,17.68,1541,17.68,12,17.68,22.7,17.68,17.59,,,,,,,,,,,,,,,,,
,17.86,1536,17.86,12,17.86,22.4,17.86,17.56,,,,,,,,,,,,,,,,,
,18.06,1530,18.06,12,18.07,22.4,18.07,17.75,,,,,,,,,,,,,,,,,
,18.25,1526,18.25,12,18.26,22.7,18.26,17.28,,,,,,,,,,,,,,,,,
,18.47,1518,18.48,12,18.48,22.4,18.48,18.53,,,,,,,,,,,,,,,,,
,18.69,1513,18.69,12,18.70,22.4,18.70,18.19,,,,,,,,,,,,,,,,,
,18.88,1512,18.89,12,18.89,22.7,18.89,17.28,,,,,,,,,,,,,,,,,
,19.09,1516,19.09,12,19.09,22.7,19.09,17.69,,,,,,,,,,,,,,,,,
,19.29,1522,19.29,12,19.30,22.7,19.30,17.31,,,,,,,,,,,,,,,,,
,19.49,1529,19.49,12,19.50,22.7,19.50,18.34,,,,,,,,,,,,,,,,,
,19.70,1550,19.70,12,19.71,23.1,19.71,18.41,,,,,,,,,,,,,,,,,
,19.90,1577,19.91,12,19.91,23.5,19.91,20.63,,,,,,,,,,,,,,,,,
,20.10,1605,20.11,12,20.11,24.3,20.11,22.31,,,,,,,,,,,,,,,,,
,20.30,1604,20.30,12,20.30,24.7,20.30,28.84,,,,,,,,,,,,,,,,,
,20.51,1591,20.51,12,20.52,24.7,20.52,22.88,,,,,,,,,,,,,,,,,
,20.72,1605,20.73,13,20.73,25.5,20.73,23.22,,,,,,,,,,,,,,,,,
,20.94,1634,20.94,13,20.94,26.3,20.94,25.91,,,,,,,,,,,,,,,,,
,21.13,1661,21.14,13,21.14,26.7,21.14,28.72,,,,,,,,,,,,,,,,,
,21.33,1659,21.34,13,21.34,26.7,21.34,28.03,,,,,,,,,,,,,,,,,
,21.54,1680,21.54,13,21.54,26.7,21.55,23.69,,,,,,,,,,,,,,,,,
,21.74,1701,21.74,13,21.75,26.7,21.75,24.41,,,,,,,,,,,,,,,,,
,21.95,1709,21.95,13,21.95,26.7,21.95,28.91,,,,,,,,,,,,,,,,,
,22.14,1705,22.14,13,22.15,26.7,22.15,28.47,,,,,,,,,,,,,,,,,
,22.34,1717,22.35,13,22.35,26.7,22.35,24.63,,,,,,,,,,,,,,,,,
,22.53,1732,22.54,13,22.54,26.7,22.54,23.72,,,,,,,,,,,,,,,,,
,22.72,1734,22.72,13,22.73,26.7,22.73,25.97,,,,,,,,,,,,,,,,,
,22.94,1722,22.94,13,22.95,26.7,22.95,26.66,,,,,,,,,,,,,,,,,
,23.14,1717,23.14,13,23.15,26.3,23.15,24.63,,,,,,,,,,,,,,,,,
,23.35,1708,23.36,13,23.36,22.4,23.36,12.03,,,,,,,,,,,,,,,,,
,23.56,1550,23.56,13,23.57,14.5,23.57,2.75,,,,,,,,,,,,,,,,,
,23.76,1213,23.77,13,23.77,14.5,23.77,0.00,,,,,,,,,,,,,,,,,
,23.97,967,23.98,13,23.98,14.5,23.98,26.59,,,,,,,,,,,,,,,,,
,24.19,941,24.19,12,24.20,14.5,24.20,32.91,,,,,,,,,,,,,,,,,
,24.38,926,24.39,11,24.39,14.5,24.39,30.50,,,,,,,,,,,,,,,,,
,24.58,908,24.58,10,24.59,14.5,24.59,32.69,,,,,,,,,,,,,,,,,
,24.79,904,24.79,9,24.80,14.5,24.80,33.44,,,,,,,,,,,,,,,,,
,24.99,905,25.00,8,25.00,14.5,25.00,33.66,,,,,,,,,,,,,,,,,
,25.20,906,25.20,6,25.21,14.5,25.21,33.69,,,,,,,,,,,,,,,,,
,25.40,905,25.41,5,25.41,14.5,25.41,34.44,,,,,,,,,,,,,,,,,
,25.60,911,25.60,4,25.61,14.5,25.61,33.78,,,,,,,,,,,,,,,,,
,25.80,911,25.81,4,25.81,14.5,25.81,33.81,,,,,,,,,,,,,,,,,
,26.00,909,26.00,3,26.01,14.5,26.01,34.72,,,,,,,,,,,,,,,,,
,26.21,911,26.21,2,26.21,14.5,26.21,34.41,,,,,,,,,,,,,,,,,
,26.41,916,26.41,2,26.42,14.5,26.42,33.56,,,,,,,,,,,,,,,,,
,26.61,914,26.61,2,26.62,14.5,26.62,33.78,,,,,,,,,,,,,,,,,
,26.82,915,26.83,2,26.83,14.5,26.83,33.91,,,,,,,,,,,,,,,,,
,27.02,914,27.03,2,27.03,14.5,27.03,34.28,,,,,,,,,,,,,,,,,
,27.22,917,27.22,1,27.23,14.5,27.23,33.00,,,,,,,,,,,,,,,,,
,27.44,914,27.44,1,27.45,14.5,27.45,33.97,,,,,,,,,,,,,,,,,
,27.63,913,27.63,1,27.63,14.5,27.63,34.66,,,,,,,,,,,,,,,,,
,27.83,914,27.83,0,27.84,17.6,27.84,33.66,,,,,,,,,,,,,,,,,
,28.03,1045,28.03,0,28.04,26.3,28.04,87.75,,,,,,,,,,,,,,,,,
,28.22,1316,28.23,0,28.23,26.3,28.23,111.22,,,,,,,,,,,,,,,,,
,28.43,1482,28.43,1,28.44,26.3,28.44,92.88,,,,,,,,,,,,,,,,,
,28.61,1484,28.62,2,28.62,26.3,28.62,80.09,,,,,,,,,,,,,,,,,
,28.82,1482,28.82,3,28.82,26.3,28.82,73.34,,,,,,,,,,,,,,,,,
,29.02,1458,29.02,4,29.02,26.3,29.03,81.25,,,,,,,,,,,,,,,,,
,29.22,1451,29.22,5,29.23,26.3,29.23,85.88,,,,,,,,,,,,,,,,,
,29.44,1447,29.44,6,29.45,26.3,29.45,86.69,,,,,,,,,,,,,,,,,
,29.62,1438,29.63,7,29.63,26.3,29.63,92.75,,,,,,,,,,,,,,,,,
,29.81,1433,29.81,8,29.82,26.3,29.82,118.16,,,,,,,,,,,,,,,,,
,30.00,1477,30.00,9,30.01,27.5,30.01,114.75,,,,,,,,,,,,,,,,,
,30.20,1464,30.20,10,30.21,27.5,30.21,116.78,,,,,,,,,,,,,,,,,
,30.39,1420,30.39,11,30.40,27.5,30.40,112.22,,,,,,,,,,,,,,,,,
,30.59,1604,30.59,12,30.59,29.8,30.59,121.91,,,,,,,,,,,,,,,,,
,30.78,1660,30.78,13,30.79,31.4,30.79,104.38,,,,,,,,,,,,,,,,,
,30.97,1737,30.98,13,30.98,35.3,30.98,95.00,,,,,,,,,,,,,,,,,
,31.18,1838,31.18,14,31.19,37.3,31.19,91.59,,,,,,,,,,,,,,,,,
,31.37,1910,31.38,15,31.38,39.6,31.38,95.03,,,,,,,,,,,,,,,,,
,31.56,1997,31.56,15,31.57,41.2,31.57,100.22,,,,,,,,,,,,,,,,,
,31.75,2084,31.76,16,31.76,43.5,31.76,114.63,,,,,,,,,,,,,,,,,
,31.96,2201,31.97,17,31.97,45.1,31.97,121.13,,,,,,,,,,,,,,,,,
,32.16,2339,32.16,18,32.17,47.8,32.17,133.97,,,,,,,,,,,,,,,,,
,32.36,2479,32.36,19,32.37,47.8,32.37,141.22,,,,,,,,,,,,,,,,,
,32.57,2607,32.57,20,32.58,47.8,32.58,140.66,,,,,,,,,,,,,,,,,
,32.77,2781,32.77,21,32.78,47.8,32.78,135.56,,,,,,,,,,,,,,,,,
,32.97,2882,32.97,23,32.98,43.9,32.98,104.97,,,,,,,,,,,,,,,,,
,33.18,2940,33.18,23,33.18,33.7,33.19,21.44,,,,,,,,,,,,,,,,,
,33.36,2868,33.37,23,33.37,14.5,33.37,6.25,,,,,,,,,,,,,,,,,
,33.56,2560,33.56,23,33.57,14.5,33.57,0.00,,,,,,,,,,,,,,,,,
,33.75,2177,33.76,23,33.76,14.5,33.76,0.00,,,,,,,,,,,,,,,,,
,33.96,1838,33.97,23,33.97,22.4,33.97,7.91,,,,,,,,,,,,,,,,,
,34.16,1563,34.16,23,34.17,28.2,34.17,27.41,,,,,,,,,,,,,,,,,
,34.36,1606,34.37,23,34.37,35.7,34.37,55.00,,,,,,,,,,,,,,,,,
,34.56,1582,34.56,24,34.57,37.6,34.57,85.06,,,,,,,,,,,,,,,,,
,34.75,1618,34.76,24,34.76,41.2,34.76,112.13,,,,,,,,,,,,,,,,,
,34.96,1677,34.97,25,34.97,46.3,34.97,144.50,,,,,,,,,,,,,,,,,
,35.15,1719,35.16,26,35.16,48.6,35.16,159.78,,,,,,,,,,,,,,,,,
,35.35,1783,35.36,27,35.36,50.6,35.36,172.34,,,,,,,,,,,,,,,,,
,35.56,1861,35.56,28,35.57,51.8,35.57,180.03,,,,,,,,,,,,,,,,,
,35.76,1931,35.76,29,35.77,51.8,35.77,177.56,,,,,,,,,,,,,,,,,
,35.97,1998,35.97,30,35.98,51.8,35.98,183.59,,,,,,,,,,,,,,,,,
,36.18,2093,36.19,31,36.19,52.9,36.19,187.06,,,,,,,,,,,,,,,,,
,36.38,2185,36.38,33,36.39,54.1,36.39,192.53,,,,,,,,,,,,,,,,,
,36.59,2286,36.60,34,36.60,54.9,36.60,201.38,,,,,,,,,,,,,,,,,
,36.80,2391,36.80,36,36.81,56.5,36.81,207.13,,,,,,,,,,,,,,,,,
,37.01,2495,37.01,37,37.01,56.9,37.01,209.88,,,,,,,,,,,,,,,,,
,37.22,2599,37.22,39,37.23,56.9,37.23,210.09,,,,,,,,,,,,,,,,,
,37.43,2716,37.44,41,37.44,57.6,37.44,211.63,,,,,,,,,,,,,,,,,
,37.63,2828,37.63,42,37.64,58.0,37.64,209.09,,,,,,,,,,,,,,,,,
,37.83,2923,37.83,44,37.84,57.6,37.84,207.19,,,,,,,,,,,,,,,,,
,38.03,2990,38.03,45,38.04,51.4,38.04,162.53,,,,,,,,,,,,,,,,,
,38.22,3027,38.22,46,38.23,35.3,38.23,50.34,,,,,,,,,,,,,,,,,
,38.43,2985,38.43,46,38.44,14.5,38.44,4.34,,,,,,,,,,,,,,,,,
,38.63,2672,38.63,46,38.64,14.5,38.64,0.00,,,,,,,,,,,,,,,,,
,38.83,2274,38.83,46,38.84,14.5,38.84,0.00,,,,,,,,,,,,,,,,,
,39.03,1895,39.03,45,39.04,15.7,39.04,0.00,,,,,,,,,,,,,,,,,
,39.22,1755,39.22,45,39.22,23.5,39.22,3.91,,,,,,,,,,,,,,,,,
,39.42,1808,39.43,45,39.43,25.5,39.43,18.09,,,,,,,,,,,,,,,,,
,39.62,1833,39.63,45,39.63,25.9,39.63,21.16,,,,,,,,,,,,,,,,,
,39.81,1757,39.81,45,39.82,26.3,39.82,23.63,,,,,,,,,,,,,,,,,
,40.00,1807,40.01,45,40.01,27.1,40.01,24.16,,,,,,,,,,,,,,,,,
,40.21,1761,40.22,45,40.22,27.8,40.22,27.47,,,,,,,,,,,,,,,,,
,40.41,1786,40.41,45,40.41,27.8,40.41,26.31,,,,,,,,,,,,,,,,,
,40.59,1788,40.59,45,40.60,27.8,40.60,26.19,,,,,,,,,,,,,,,,,
,40.78,1775,40.79,45,40.79,28.2,40.79,26.69,,,,,,,,,,,,,,,,,
,41.00,1777,41.00,45,41.01,28.2,41.01,26.75,,,,,,,,,,,,,,,,,
,41.19,1775,41.19,45,41.19,28.2,41.20,26.84,,,,,,,,,,,,,,,,,
,41.39,1766,41.40,44,41.40,28.2,41.40,27.50,,,,,,,,,,,,,,,,,
,41.60,1763,41.60,44,41.61,28.2,41.61,27.19,,,,,,,,,,,,,,,,,
,41.80,1765,41.81,44,41.81,28.2,41.81,27.56,,,,,,,,,,,,,,,,,
,42.01,1762,42.01,44,42.02,28.6,42.02,28.34,,,,,,,,,,,,,,,,,
,42.22,1756,42.22,44,42.23,28.6,42.23,29.34,,,,,,,,,,,,,,,,,
,42.41,1763,42.41,44,42.42,29.0,42.42,29.59,,,,,,,,,,,,,,,,,
,42.61,1762,42.62,44,42.62,29.0,42.62,29.63,,,,,,,,,,,,,,,,,
,42.82,1751,42.82,44,42.83,29.4,42.83,29.91,,,,,,,,,,,,,,,,,
,43.02,1754,43.02,44,43.03,29.0,43.03,29.63,,,,,,,,,,,,,,,,,
,43.23,1764,43.23,44,43.24,29.4,43.24,29.50,,,,,,,,,,,,,,,,,
,43.43,1759,43.43,44,43.44,29.4,43.44,29.59,,,,,,,,,,,,,,,,,
,43.63,1763,43.63,44,43.64,29.4,43.64,29.59,,,,,,,,,,,,,,,,,
,43.83,1761,43.84,44,43.84,29.4,43.84,30.06,,,,,,,,,,,,,,,,,
,44.03,1757,44.03,44,44.03,29.4,44.04,30.16,,,,,,,,,,,,,,,,,
,44.22,1757,44.22,44,44.23,29.4,44.23,30.19,,,,,,,,,,,,,,,,,
,44.42,1752,44.42,44,44.43,29.4,44.43,30.31,,,,,,,,,,,,,,,,,
,44.61,1750,44.61,44,44.62,29.4,44.62,30.31,,,,,,,,,,,,,,,,,
,44.81,1757,44.81,44,44.81,29.4,44.81,30.28,,,,,,,,,,,,,,,,,
,45.00,1750,45.00,44,45.00,29.4,45.00,30.41,,,,,,,,,,,,,,,,,
,45.18,1753,45.18,44,45.19,29.4,45.19,30.25,,,,,,,,,,,,,,,,,
,45.38,1755,45.38,44,45.39,29.4,45.39,30.22,,,,,,,,,,,,,,,,,
,45.59,1751,45.59,44,45.59,29.4,45.60,30.31,,,,,,,,,,,,,,,,,
,45.79,1752,45.79,44,45.80,29.4,45.80,30.34,,,,,,,,,,,,,,,,,
,45.99,1748,46.00,44,46.00,29.4,46.00,30.41,,,,,,,,,,,,,,,,,
,46.21,1748,46.21,44,46.22,29.4,46.22,30.81,,,,,,,,,,,,,,,,,
,46.40,1747,46.41,44,46.41,29.8,46.41,30.81,,,,,,,,,,,,,,,,,
,46.60,1747,46.60,44,46.61,29.4,46.61,30.94,,,,,,,,,,,,,,,,,
,46.81,1744,46.82,44,46.82,29.8,46.82,30.84,,,,,,,,,,,,,,,,,
,47.02,1754,47.02,44,47.03,29.8,47.03,30.75,,,,,,,,,,,,,,,,,
,47.23,1747,47.23,44,47.24,29.8,47.24,30.88,,,,,,,,,,,,,,,,,
,47.43,1744,47.43,44,47.44,29.8,47.44,31.13,,,,,,,,,,,,,,,,,
,47.63,1757,47.64,44,47.64,29.8,47.64,30.81,,,,,,,,,,,,,,,,,
,47.83,1755,47.83,44,47.84,29.8,47.84,31.47,,,,,,,,,,,,,,,,,
,48.04,1745,48.05,44,48.05,30.2,48.05,31.81,,,,,,,,,,,,,,,,,
,48.24,1739,48.24,44,48.25,29.8,48.25,31.81,,,,,,,,,,,,,,,,,
,48.45,1743,48.45,44,48.46,29.8,48.46,31.75,,,,,,,,,,,,,,,,,
,48.65,1739,48.66,44,48.66,29.8,48.66,31.81,,,,,,,,,,,,,,,,,
,48.85,1742,48.86,44,48.86,29.8,48.86,31.84,,,,,,,,,,,,,,,,,
,49.05,1741,49.06,44,49.06,29.8,49.06,31.81,,,,,,,,,,,,,,,,,
,49.26,1739,49.26,43,49.27,29.8,49.27,32.00,,,,,,,,,,,,,,,,,
,49.47,1740,49.47,44,49.47,29.8,49.47,32.22,,,,,,,,,,,,,,,,,
,49.66,1732,49.67,44,49.67,29.4,49.67,31.53,,,,,,,,,,,,,,,,,
,49.87,1740,49.87,44,49.88,28.6,49.88,29.09,,,,,,,,,,,,,,,,,
,50.07,1741,50.07,44,50.08,28.6,50.08,29.22,,,,,,,,,,,,,,,,,
,50.27,1737,50.27,44,50.28,28.6,50.28,29.19,,,,,,,,,,,,,,,,,
,50.48,1737,50.48,44,50.49,28.6,50.49,29.22,,,,,,,,,,,,,,,,,
,50.68,1728,50.68,43,50.69,28.6,50.69,29.38,,,,,,,,,,,,,,,,,
,50.88,1722,50.88,43,50.88,28.2,50.88,29.13,,,,,,,,,,,,,,,,,
,51.08,1724,51.08,43,51.09,28.2,51.09,29.13,,,,,,,,,,,,,,,,,
,51.28,1724,51.29,43,51.29,28.2,51.29,29.09,,,,,,,,,,,,,,,,,
,51.48,1724,51.48,43,51.48,28.2,51.49,28.97,,,,,,,,,,,,,,,,,
,51.67,1719,51.67,43,51.68,28.2,51.68,29.25,,,,,,,,,,,,,,,,,
,51.86,1720,51.86,43,51.87,28.2,51.87,29.31,,,,,,,,,,,,,,,,,
,52.06,1714,52.06,43,52.07,28.2,52.07,29.41,,,,,,,,,,,,,,,,,
,52.25,1716,52.26,43,52.26,28.2,52.26,29.44,,,,,,,,,,,,,,,,,
,52.45,1706,52.46,43,52.46,28.2,52.46,29.72,,,,,,,,,,,,,,,,,
,52.64,1712,52.64,43,52.64,28.2,52.64,29.56,,,,,,,,,,,,,,,,,
,52.82,1705,52.82,43,52.82,28.2,52.82,29.34,,,,,,,,,,,,,,,,,
,53.01,1704,53.01,43,53.01,28.2,53.01,29.38,,,,,,,,,,,,,,,,,
,53.20,1704,53.21,43,53.21,28.2,53.21,29.31,,,,,,,,,,,,,,,,,
,53.38,1705,53.39,43,53.39,27.8,53.39,28.88,,,,,,,,,,,,,,,,,
,53.59,1705,53.59,43,53.60,27.8,53.60,28.75,,,,,,,,,,,,,,,,,
,53.79,1703,53.79,43,53.80,27.8,53.80,28.91,,,,,,,,,,,,,,,,,
,53.99,1698,54.00,43,54.00,27.8,54.00,28.88,,,,,,,,,,,,,,,,,
,54.21,1699,54.21,43,54.21,27.8,54.21,29.19,,,,,,,,,,,,,,,,,
,54.41,1694,54.41,43,54.42,27.8,54.42,30.00,,,,,,,,,,,,,,,,,
,54.61,1697,54.61,43,54.62,27.8,54.62,29.09,,,,,,,,,,,,,,,,,
,54.81,1697,54.82,43,54.82,27.8,54.82,29.09,,,,,,,,,,,,,,,,,
,55.02,1696,55.02,43,55.03,27.8,55.03,28.91,,,,,,,,,,,,,,,,,
,55.23,1698,55.24,43,55.24,27.8,55.24,27.97,,,,,,,,,,,,,,,,,
,55.42,1701,55.43,43,55.43,27.8,55.43,28.16,,,,,,,,,,,,,,,,,
,55.62,1697,55.62,43,55.63,27.8,55.63,29.59,,,,,,,,,,,,,,,,,
,55.81,1698,55.82,43,55.82,27.8,55.82,28.47,,,,,,,,,,,,,,,,,
,56.01,1702,56.01,43,56.02,27.8,56.02,28.00,,,,,,,,,,,,,,,,,
,56.21,1698,56.21,43,56.21,27.8,56.22,28.59,,,,,,,,,,,,,,,,,
,56.39,1693,56.39,43,56.39,27.5,56.39,28.91,,,,,,,,,,,,,,,,,
,56.58,1696,56.58,43,56.58,27.1,56.58,27.59,,,,,,,,,,,,,,,,,
,56.78,1696,56.78,43,56.79,26.7,56.79,26.13,,,,,,,,,,,,,,,,,
,56.97,1703,56.97,43,56.97,26.7,56.98,25.41,,,,,,,,,,,,,,,,,
