Sunday,13,September,2026,21:27:23:00009-VCID:79F958E3F8D95B5B8C-802C,VCDS Version: Release 23.3.1 (x64),Data version: 20230421 DS346.2
03L 906 023 TB,ADVMB,R4 1.6l TDI   H43 9979,
,,G003,F0,G006,F0,G012,F0,G015,F0,G000,F0,G000,F0,G000,F0,G000,F0,G000,F0,G000,F0,G000,F0,G000,F0,

Marker,TIME,Loc. IDE00021,TIME,Loc. IDE00075,TIME,Loc. IDE00086,TIME,Loc. IDE00100-ENG101842,,,,,,,,,,,,,,,,,
,4.52,2649,4.52,3,4.53,78.8,4.53,93.63,,,,,,,,,,,,,,,,,
,4.73,2588,4.73,5,4.73,79.2,4.74,132.97,,,,,,,,,,,,,,,,,
,4.92,2601,4.92,7,4.93,78.8,4.93,190.50,,,,,,,,,,,,,,,,,
,5.12,2514,5.12,10,5.13,79.2,5.13,176.09,,,,,,,,,,,,,,,,,
,5.33,3019,5.33,23,5.34,78.8,5.34,290.28,,,,,,,,,,,,,,,,,
,5.53,3721,5.53,28,5.54,79.2,5.54,134.75,,,,,,,,,,,,,,,,,
,5.73,3527,5.74,26,5.74,79.2,5.74,182.81,,,,,,,,,,,,,,,,,
,5.93,3637,5.93,30,5.94,78.8,5.94,203.91,,,,,,,,,,,,,,,,,
,6.14,3892,6.15,33,6.15,79.2,6.15,200.38,,,,,,,,,,,,,,,,,
,6.34,4051,6.34,32,6.35,79.2,6.35,203.91,,,,,,,,,,,,,,,,,
,6.54,4274,6.54,31,6.55,79.2,6.55,200.38,,,,,,,,,,,,,,,,,
,6.74,4421,6.75,32,6.75,78.8,6.75,200.38,,,,,,,,,,,,,,,,,
,6.95,4559,6.95,35,6.96,78.8,6.96,210.16,,,,,,,,,,,,,,,,,
,7.13,4813,7.14,37,7.14,78.8,7.14,0.00,,,,,,,,,,,,,,,,,
,7.32,4685,7.33,37,7.33,14.5,7.33,13.75,,,,,,,,,,,,,,,,,
,7.52,4382,7.53,38,7.53,17.3,7.53,0.00,,,,,,,,,,,,,,,,,
,7.72,4491,7.72,39,7.73,49.8,7.73,186.03,,,,,,,,,,,,,,,,,
,7.91,3798,7.92,41,7.92,78.8,7.92,227.78,,,,,,,,,,,,,,,,,
,8.10,3200,8.11,49,8.11,79.2,8.11,269.53,,,,,,,,,,,,,,,,,
,8.29,3008,8.29,46,8.30,79.2,8.30,297.66,,,,,,,,,,,,,,,,,
,8.49,3182,8.49,48,8.50,79.2,8.50,328.78,,,,,,,,,,,,,,,,,
,8.68,3341,8.68,50,8.69,79.2,8.69,329.53,,,,,,,,,,,,,,,,,
,8.88,3488,8.89,52,8.89,79.2,8.89,331.97,,,,,,,,,,,,,,,,,
,9.07,3620,9.07,54,9.08,79.2,9.08,328.72,,,,,,,,,,,,,,,,,
,9.28,3775,9.28,56,9.29,79.2,9.29,325.03,,,,,,,,,,,,,,,,,
,9.49,3915,9.49,59,9.50,79.2,9.50,320.28,,,,,,,,,,,,,,,,,
,9.68,4038,9.68,60,9.68,79.2,9.68,311.75,,,,,,,,,,,,,,,,,
,9.88,4175,9.88,62,9.89,79.2,9.89,270.13,,,,,,,,,,,,,,,,,
,10.09,4284,10.10,64,10.10,79.2,10.10,260.28,,,,,,,,,,,,,,,,,
,10.29,4400,10.29,66,10.29,79.2,10.29,243.72,,,,,,,,,,,,,,,,,
,10.48,4481,10.48,67,10.48,79.2,10.49,224.09,,,,,,,,,,,,,,,,,
,10.68,4572,10.69,69,10.69,79.2,10.69,209.59,,,,,,,,,,,,,,,,,
,10.88,4651,10.88,70,10.88,79.2,10.88,202.66,,,,,,,,,,,,,,,,,
,11.07,4732,11.07,71,11.08,79.2,11.08,181.84,,,,,,,,,,,,,,,,,
,11.27,4640,11.28,71,11.28,14.5,11.28,16.63,,,,,,,,,,,,,,,,,
,11.48,4358,11.48,72,11.49,14.5,11.49,0.00,,,,,,,,,,,,,,,,,
,11.68,4329,11.68,72,11.69,63.5,11.69,162.97,,,,,,,,,,,,,,,,,
,11.88,3237,11.88,74,11.89,79.2,11.89,249.97,,,,,,,,,,,,,,,,,
,12.08,2968,12.08,75,12.09,79.2,12.09,335.72,,,,,,,,,,,,,,,,,
,12.28,3019,12.28,76,12.29,79.2,12.29,338.66,,,,,,,,,,,,,,,,,
,12.49,3116,12.49,78,12.50,79.2,12.50,332.94,,,,,,,,,,,,,,,,,
,12.69,3143,12.70,79,12.70,79.2,12.70,333.47,,,,,,,,,,,,,,,,,
,12.89,3205,12.90,80,12.90,79.2,12.90,332.63,,,,,,,,,,,,,,,,,
,13.09,3249,13.10,81,13.10,79.2,13.10,332.91,,,,,,,,,,,,,,,,,
,13.29,3299,13.29,83,13.29,79.2,13.29,333.31,,,,,,,,,,,,,,,,,
,13.50,3348,13.50,84,13.51,79.2,13.51,333.03,,,,,,,,,,,,,,,,,
,13.71,3391,13.71,85,13.72,79.2,13.72,331.44,,,,,,,,,,,,,,,,,
,13.90,3449,13.90,86,13.91,79.2,13.91,329.97,,,,,,,,,,,,,,,,,
,14.11,3496,14.11,88,14.12,79.2,14.12,329.41,,,,,,,,,,,,,,,,,
,14.31,3546,14.32,89,14.32,79.2,14.32,329.28,,,,,,,,,,,,,,,,,
,14.51,3592,14.52,90,14.52,79.2,14.52,329.53,,,,,,,,,,,,,,,,,
,14.72,3634,14.72,91,14.72,79.2,14.72,328.63,,,,,,,,,,,,,,,,,
,14.90,3682,14.91,92,14.91,79.2,14.91,326.41,,,,,,,,,,,,,,,,,
,15.11,3732,15.12,94,15.12,79.2,15.12,323.91,,,,,,,,,,,,,,,,,
,15.31,3777,15.32,95,15.32,79.2,15.32,322.31,,,,,,,,,,,,,,,,,
,15.51,3816,15.51,96,15.52,74.5,15.52,203.63,,,,,,,,,,,,,,,,,
,15.73,3661,15.73,96,15.74,14.5,15.74,11.28,,,,,,,,,,,,,,,,,
,15.92,3336,15.92,96,15.93,14.5,15.93,0.00,,,,,,,,,,,,,,,,,
,16.12,2977,16.12,96,16.13,14.5,16.13,0.00,,,,,,,,,,,,,,,,,
,16.32,2669,16.32,95,16.33,14.5,16.33,0.00,,,,,,,,,,,,,,,,,
,16.53,2439,16.54,94,16.54,14.5,16.54,0.00,,,,,,,,,,,,,,,,,
,16.74,2534,16.74,94,16.75,14.5,16.75,0.00,,,,,,,,,,,,,,,,,
,16.93,2528,16.93,93,16.94,14.5,16.94,0.00,,,,,,,,,,,,,,,,,
,17.13,2514,17.13,92,17.14,14.5,17.14,0.00,,,,,,,,,,,,,,,,,
,17.32,2483,17.32,92,17.32,14.5,17.32,0.00,,,,,,,,,,,,,,,,,
,17.51,2461,17.51,91,17.52,14.5,17.52,0.00,,,,,,,,,,,,,,,,,
,17.72,2410,17.72,89,17.72,14.5,17.72,0.00,,,,,,,,,,,,,,,,,
,17.90,2370,17.90,88,17.91,14.5,17.91,0.00,,,,,,,,,,,,,,,,,
,18.10,2313,18.11,86,18.11,14.5,18.11,0.00,,,,,,,,,,,,,,,,,
,18.30,2273,18.30,84,18.31,14.5,18.31,0.00,,,,,,,,,,,,,,,,,
,18.49,2222,18.49,82,18.50,14.5,18.50,0.00,,,,,,,,,,,,,,,,,
,18.67,2179,18.67,81,18.68,14.5,18.68,0.00,,,,,,,,,,,,,,,,,
,18.86,2143,18.86,79,18.87,14.5,18.87,0.00,,,,,,,,,,,,,,,,,
,19.05,2106,19.05,78,19.06,14.5,19.06,0.00,,,,,,,,,,,,,,,,,
,19.24,2057,19.24,76,19.25,14.5,19.25,0.00,,,,,,,,,,,,,,,,,
,19.43,2023,19.44,75,19.44,14.5,19.44,0.00,,,,,,,,,,,,,,,,,
,19.63,1984,19.64,73,19.64,14.5,19.64,0.00,,,,,,,,,,,,,,,,,
,19.85,1944,19.86,72,19.86,14.5,19.86,0.00,,,,,,,,,,,,,,,,,
,20.06,1914,20.07,71,20.07,14.5,20.07,0.00,,,,,,,,,,,,,,,,,
,20.27,1880,20.28,69,20.28,14.5,20.28,0.00,,,,,,,,,,,,,,,,,
,20.48,1844,20.48,68,20.49,14.5,20.49,0.00,,,,,,,,,,,,,,,,,
,20.67,1810,20.67,67,20.68,14.5,20.68,0.00,,,,,,,,,,,,,,,,,
,20.87,1780,20.87,66,20.88,14.5,20.88,0.00,,,,,,,,,,,,,,,,,
,21.08,1749,21.08,65,21.08,14.5,21.09,0.00,,,,,,,,,,,,,,,,,
,21.28,1720,21.28,63,21.29,14.5,21.29,0.00,,,,,,,,,,,,,,,,,
,21.49,1692,21.50,63,21.50,14.5,21.50,0.00,,,,,,,,,,,,,,,,,
,21.71,1666,21.71,62,21.71,14.5,21.72,0.00,,,,,,,,,,,,,,,,,
,21.90,1652,21.91,61,21.91,14.5,21.91,0.00,,,,,,,,,,,,,,,,,
,22.11,1621,22.12,60,22.12,14.5,22.12,0.00,,,,,,,,,,,,,,,,,
,22.31,1601,22.32,59,22.32,14.5,22.32,0.00,,,,,,,,,,,,,,,,,
,22.51,1579,22.52,58,22.52,14.5,22.52,0.00,,,,,,,,,,,,,,,,,
,22.72,1556,22.72,57,22.72,14.5,22.72,0.00,,,,,,,,,,,,,,,,,
,22.90,1537,22.90,57,22.91,14.5,22.91,0.00,,,,,,,,,,,,,,,,,
,23.10,1518,23.11,56,23.11,14.5,23.11,0.00,,,,,,,,,,,,,,,,,
,23.31,1498,23.32,55,23.32,14.5,23.32,0.00,,,,,,,,,,,,,,,,,
,23.52,1479,23.52,54,23.53,14.5,23.53,0.00,,,,,,,,,,,,,,,,,
