Sunday,13,September,2026,21:23:09:00009-VCID:79F958E3F8D95B5B8C-802C,VCDS Version: Release 23.3.1 (x64),Data version: 20230421 DS346.2
03L 906 023 TB,ADVMB,R4 1.6l TDI   H43 9979,
,,G003,F0,G006,F0,G012,F0,G015,F0,G000,F0,G000,F0,G000,F0,G000,F0,G000,F0,G000,F0,G000,F0,G000,F0,

Marker,TIME,Loc. IDE00021,TIME,Loc. IDE00075,TIME,Loc. IDE00086,TIME,Loc. IDE00100-ENG101842,,,,,,,,,,,,,,,,,
,4.47,2460,4.47,61,4.47,78.4,4.47,335.75,,,,,,,,,,,,,,,,,
,4.65,2510,4.65,63,4.65,78.4,4.66,335.81,,,,,,,,,,,,,,,,,
,4.84,2559,4.84,64,4.85,78.4,4.85,335.59,,,,,,,,,,,,,,,,,
,5.03,2610,5.03,65,5.04,78.0,5.04,335.41,,,,,,,,,,,,,,,,,
,5.22,2665,5.23,67,5.23,78.0,5.23,335.03,,,,,,,,,,,,,,,,,
,5.42,2724,5.42,68,5.43,78.0,5.43,334.16,,,,,,,,,,,,,,,,,
,5.62,2773,5.62,69,5.62,78.4,5.62,334.50,,,,,,,,,,,,,,,,,
,5.81,2832,5.81,71,5.82,78.4,5.82,333.09,,,,,,,,,,,,,,,,,
,6.01,2881,6.02,72,6.02,78.4,6.02,335.19,,,,,,,,,,,,,,,,,
,6.21,2935,6.22,74,6.22,78.4,6.22,335.72,,,,,,,,,,,,,,,,,
,6.41,2995,6.41,75,6.42,78.4,6.42,332.91,,,,,,,,,,,,,,,,,
,6.63,3051,6.63,76,6.63,78.4,6.63,332.81,,,,,,,,,,,,,,,,,
,6.82,3104,6.82,78,6.83,78.4,6.83,332.50,,,,,,,,,,,,,,,,,
,7.02,3146,7.02,79,7.03,78.4,7.03,335.91,,,,,,,,,,,,,,,,,
,7.22,3207,7.23,80,7.23,78.4,7.23,331.41,,,,,,,,,,,,,,,,,
,7.43,3255,7.43,82,7.44,78.4,7.44,334.53,,,,,,,,,,,,,,,,,
,7.64,3304,7.64,83,7.64,78.4,7.64,334.53,,,,,,,,,,,,,,,,,
,7.83,3351,7.83,84,7.83,78.4,7.83,333.81,,,,,,,,,,,,,,,,,
,8.03,3407,8.03,85,8.04,78.0,8.04,330.88,,,,,,,,,,,,,,,,,
,8.22,3452,8.23,86,8.23,78.4,8.23,331.53,,,,,,,,,,,,,,,,,
,8.42,3501,8.42,88,8.43,78.4,8.43,331.59,,,,,,,,,,,,,,,,,
,8.62,3486,8.63,89,8.63,71.0,8.63,168.72,,,,,,,,,,,,,,,,,
,8.81,3484,8.81,88,8.82,29.8,8.82,9.28,,,,,,,,,,,,,,,,,
,9.00,3533,9.00,88,9.01,14.5,9.01,0.00,,,,,,,,,,,,,,,,,
,9.20,3510,9.20,88,9.21,14.5,9.21,0.00,,,,,,,,,,,,,,,,,
,9.39,3473,9.40,87,9.40,14.5,9.40,0.00,,,,,,,,,,,,,,,,,
,9.61,3436,9.62,86,9.62,14.5,9.62,0.00,,,,,,,,,,,,,,,,,
,9.82,3413,9.83,86,9.83,14.5,9.83,0.00,,,,,,,,,,,,,,,,,
,10.03,3391,10.03,85,10.03,14.5,10.03,0.00,,,,,,,,,,,,,,,,,
,10.23,3362,10.23,85,10.24,14.5,10.24,0.00,,,,,,,,,,,,,,,,,
,10.43,3324,10.44,84,10.44,14.5,10.44,0.00,,,,,,,,,,,,,,,,,
